#Unit,Date,PageNum,PageID,Place1,Place2,Place3,activity,count,Place1_Geo,Place2_Geo,Place3_Geo,Location,longitude,latitude,name
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-03-18,136,AWD0000n9w,Berlencourt,,,activity:strength,2.0,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",,,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",2.4234539,50.2793248,Berlencourt-le-Cauroy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-03-25,137,AWD0000n63,Berlencourt,,,activity:strength,1.0,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",,,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",2.4234539,50.2793248,Berlencourt-le-Cauroy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-03-31,138,AWD0000n39,Berlencourt,,,activity:strength,5.0,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",,,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",2.4234539,50.2793248,Berlencourt-le-Cauroy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-04-21,145,AWD0000n5y,Arras,,,activity:strength,4.0,"[2.7772210999999998, 50.291047999999996, 'Arras']",,,"[2.7772210999999998, 50.291047999999996, 'Arras']",2.7772210999999998,50.291047999999996,Arras
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-05-10,148,AWD0000n5t,Monchy,Tilloy,,activity:strength,1.0,"[1.9821057, 49.397695399999996, 'Monchy']",,,"[1.9821057, 49.397695399999996, 'Monchy']",1.9821057,49.397695399999996,Monchy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-05-26,151,AWD0000n2r,Berlencourt,,,activity:strength,2.0,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",,,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",2.4234539,50.2793248,Berlencourt-le-Cauroy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-05-27,152,AWD0000n48,Berlencourt,,,activity:strength,4.0,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",,,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",2.4234539,50.2793248,Berlencourt-le-Cauroy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-05-29,152,AWD0000n48,Berlencourt,,,activity:strength,2.0,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",,,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",2.4234539,50.2793248,Berlencourt-le-Cauroy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-05-30,152,AWD0000n48,Berlencourt,,,activity:strength,1.0,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",,,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",2.4234539,50.2793248,Berlencourt-le-Cauroy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-06-01,154,AWD0000n58,Berlencourt,,,activity:strength,4.0,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",,,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",2.4234539,50.2793248,Berlencourt-le-Cauroy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-08-11,170,AWD0000n5w,Fremicourt,,,activity:strength,4.0,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",,,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",2.7162587000000005,49.9987186,Fricourt
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-08-13,170,AWD0000n5w,Fremicourt,,,activity:strength,4.0,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",,,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",2.7162587000000005,49.9987186,Fricourt
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-08-15,171,AWD0000n7t,Fremicourt,,,activity:strength,2.0,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",,,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",2.7162587000000005,49.9987186,Fricourt
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-08-26,173,AWD0000n2j,Fremicourt,,,activity:strength,4.0,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",,,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",2.7162587000000005,49.9987186,Fricourt
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-08-30,174,AWD0000n4f,Fremicourt,,,activity:strength,5.0,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",,,"[2.7162587000000005, 49.998718599999997, 'Fricourt']",2.7162587000000005,49.9987186,Fricourt
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1916-04-22,38,AWD0000n66,Berthen,Thieushouk,,activity:training,4.0,"[2.6948333999999998, 50.783094500000004, 'Berthen']",,,"[2.6948333999999998, 50.783094500000004, 'Berthen']",2.6948334,50.783094500000004,Berthen
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1916-04-24,39,AWD0000n2b,Berthen,Thieushouk,Eecke,activity:training,1.0,"[2.6948333999999998, 50.783094500000004, 'Berthen']",,"[2.5966366000000001, 50.779085200000004, 'Eecke']","[2.6948333999999998, 50.783094500000004, 'Berthen']",2.6948334,50.783094500000004,Berthen
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1916-04-25,39,AWD0000n2b,Eecke,,,activity:training,4.0,"[2.5966366000000001, 50.779085200000004, 'Eecke']",,,"[2.5966366000000001, 50.779085200000004, 'Eecke']",2.5966366,50.779085200000004,Eecke
